Gender,Income Type,Annual Income,Employment Duration,Education Level,Approved
Male,Salaried,12000.0,7.8,Bachelor's,0
Female,Business,126562.2,1.7,Master's,1
Female,Self-Employed,13821.23,5.4,Bachelor's,0
Female,Business,46187.22,12.9,High School,1
Male,Business,63772.47,14.5,Master's,1
Male,Student,20248.39,1.7,Bachelor's,0
Male,Self-Employed,95192.33,8.9,High School,1
Female,Salaried,33264.9,14.2,High School,1
Female,Self-Employed,72823.0,1.6,High School,0
Male,Salaried,47653.64,1.3,Master's,0
Female,Pensioner,40230.91,0.0,Bachelor's,0
Female,Salaried,63056.83,7.4,High School,1
Female,Salaried,67788.07,16.6,Master's,1
Male,Business,48502.26,1.2,Bachelor's,0
Female,Self-Employed,49698.08,6.1,Master's,1
Female,Salaried,73618.18,8.2,Bachelor's,1
Male,Salaried,93311.47,15.8,Bachelor's,1
Male,Pensioner,49900.23,0.0,Bachelor's,0
Female,Salaried,38936.97,21.1,Bachelor's,1
Female,Pensioner,24078.35,0.0,Master's,0
Male,Salaried,64024.88,2.6,High School,0
Male,Business,89914.94,4.7,Doctorate,1
Female,Business,37826.08,2.9,Bachelor's,0
Female,Salaried,12000.0,0.0,Bachelor's,0
Female,Salaried,49009.88,7.9,Bachelor's,0
Female,Salaried,42009.42,8.4,High School,0
Male,Business,62636.35,8.2,Bachelor's,1
Female,Self-Employed,45894.64,2.5,Doctorate,0
Female,Self-Employed,87230.51,4.4,High School,1
Male,Salaried,56355.49,2.7,Bachelor's,0
Female,Salaried,69514.23,0.1,Bachelor's,0
Male,Salaried,69729.04,5.0,Bachelor's,1
Female,Salaried,70848.65,0.8,High School,0
Female,Self-Employed,64276.13,0.5,Bachelor's,0
Male,Pensioner,40741.0,0.0,Doctorate,0
Male,Self-Employed,41130.35,0.1,High School,0
Female,Salaried,106982.54,19.2,Bachelor's,1
Female,Student,11259.78,1.1,Bachelor's,0
Female,Business,25653.53,24.5,Bachelor's,1
Male,Pensioner,20620.54,0.0,Bachelor's,0
Female,Self-Employed,39464.59,5.3,Bachelor's,0
Male,Salaried,,2.6,High School,1
Male,Salaried,131288.17,11.1,Master's,1
Female,Business,41402.84,2.7,Master's,0
Male,Salaried,74971.17,1.8,High School,0
Female,Salaried,12334.83,11.7,Bachelor's,0
Female,Self-Employed,78617.16,2.8,Master's,1
Female,Self-Employed,38428.59,0.1,Doctorate,0
Female,Self-Employed,46254.96,3.0,Doctorate,0
Female,Salaried,,,Master's,0
Male,Salaried,86964.54,1.8,High School,1
Male,Self-Employed,95219.13,3.4,Master's,1
Female,Student,16909.11,1.8,Master's,0
Female,Business,39067.2,5.3,Bachelor's,0
Male,Pensioner,43872.68,0.0,Bachelor's,0
Male,Business,42487.7,3.2,Bachelor's,0
Male,Self-Employed,12000.0,3.3,Bachelor's,0
Male,Salaried,78751.67,0.6,Bachelor's,1
Female,Self-Employed,31856.76,1.4,High School,0
Female,Self-Employed,94658.26,1.0,High School,0
Male,Self-Employed,53565.87,3.9,Bachelor's,0
Female,Salaried,83111.4,4.5,Bachelor's,1
Male,Self-Employed,107045.01,17.8,Master's,1
Female,Salaried,28734.23,0.5,High School,0
Male,Self-Employed,48021.89,5.5,Master's,1
Female,Salaried,62729.87,4.5,Master's,1
Male,Business,111126.54,4.4,Master's,1
Male,Salaried,45248.52,12.4,Bachelor's,1
Female,Salaried,47164.89,1.4,High School,0
Male,Salaried,79344.22,0.2,Bachelor's,0
Female,Self-Employed,47683.14,6.7,High School,0
Female,Salaried,69575.78,2.5,Doctorate,1
Male,Salaried,18453.88,0.1,Bachelor's,0
Female,Self-Employed,131429.9,1.7,Bachelor's,1
Female,Salaried,24568.72,2.2,Master's,0
Female,Pensioner,34087.07,0.0,Master's,0
Female,Pensioner,22699.2,0.0,Master's,0
Female,Self-Employed,122380.64,3.2,Bachelor's,1
Male,Salaried,25254.63,4.0,Bachelor's,0
Female,Business,124511.12,3.7,Bachelor's,1
Female,Salaried,87715.3,21.9,High School,1
Female,Salaried,77512.86,0.3,Master's,1
Female,Salaried,35460.99,18.1,Bachelor's,1
Female,Pensioner,26814.21,0.0,High School,0
Male,Salaried,43295.4,9.5,Master's,1
Female,Self-Employed,102999.84,3.4,Bachelor's,1
Male,Business,35868.14,3.6,Master's,0
Male,Salaried,61605.25,12.7,Master's,1
Male,Salaried,48341.81,13.6,Master's,1
Male,Student,24458.7,0.8,High School,0
Female,Self-Employed,87239.59,1.3,High School,0
Male,Self-Employed,81063.76,4.1,Master's,1
Male,Salaried,101270.31,13.8,Master's,1
Female,Salaried,12000.0,2.3,Bachelor's,0
Female,Salaried,96925.12,6.3,Bachelor's,1
Female,Salaried,140163.47,7.4,High School,1
Male,Salaried,51450.77,9.0,Doctorate,1
Female,Business,121854.46,5.0,High School,1
Female,Salaried,57105.16,3.1,High School,0
Male,Salaried,23827.71,20.5,Bachelor's,1
Female,Self-Employed,55831.03,5.7,High School,0
Female,Business,96446.12,7.8,Master's,1
Female,Salaried,39854.71,2.5,High School,0
Female,Self-Employed,46989.84,6.7,High School,0
Male,Salaried,82806.18,1.8,Bachelor's,1
Female,Salaried,65091.8,1.7,Bachelor's,0
Female,Salaried,82538.69,7.5,High School,1
Male,Business,72134.89,4.4,Bachelor's,1
Female,Salaried,79388.76,6.9,Bachelor's,1
Male,Salaried,52030.96,1.9,Master's,0
Female,Salaried,71951.93,5.5,High School,0
Male,Business,37178.81,3.5,Doctorate,0
Male,Salaried,103653.01,5.5,Bachelor's,1
Male,Salaried,45971.76,2.1,High School,0
Male,Salaried,98865.42,7.5,High School,1
Female,Salaried,57991.79,9.8,Bachelor's,1
Male,Self-Employed,71059.97,1.8,High School,0
Female,Self-Employed,50151.06,2.1,Bachelor's,0
Male,Salaried,34520.14,6.5,High School,0
Male,Salaried,12657.19,7.1,Bachelor's,0
Male,Salaried,33340.28,7.3,Bachelor's,0
Female,Salaried,55282.73,6.9,High School,0
Male,Salaried,71356.38,3.0,Bachelor's,1
Female,Business,95311.38,3.0,Master's,1
Female,Student,24713.32,0.0,High School,0
Female,Student,24923.02,2.0,Master's,0
Female,Pensioner,31680.59,0.0,Bachelor's,0
Female,Self-Employed,79401.91,0.6,Doctorate,1
Female,Business,106495.84,16.7,High School,1
Female,Salaried,102989.91,10.5,Doctorate,1
Female,Self-Employed,86297.98,11.7,Bachelor's,1
Female,Salaried,84156.3,14.2,Bachelor's,1
Male,Salaried,115928.71,3.2,Bachelor's,1
Male,Business,74962.44,11.3,High School,1
Male,Salaried,84383.89,1.0,Master's,1
Male,Salaried,55376.48,0.1,Bachelor's,0
Male,Pensioner,48733.31,0.0,High School,0
Female,Salaried,44484.53,0.5,High School,0
Female,Salaried,64725.23,26.8,High School,1
Female,Pensioner,28845.97,0.0,Bachelor's,0
Female,Self-Employed,122788.58,8.4,Bachelor's,1
Female,Self-Employed,67438.32,1.7,Bachelor's,0
Female,Salaried,100365.3,6.7,Bachelor's,1
Female,Salaried,51947.68,0.3,Bachelor's,0
Male,Pensioner,15920.31,0.0,Bachelor's,0
Male,Self-Employed,,1.1,High School,0
Male,Self-Employed,42730.16,7.2,Bachelor's,0
Male,Salaried,80809.44,1.5,High School,0
Female,Salaried,65226.81,0.4,Master's,0
Female,Student,23905.92,0.4,Bachelor's,0
Female,Salaried,70437.62,1.1,Doctorate,1
Male,Self-Employed,54426.39,7.8,Bachelor's,0
Female,Salaried,129448.91,1.6,Master's,1
Female,Self-Employed,62182.89,2.5,Bachelor's,0
Female,Pensioner,15481.76,0.0,Bachelor's,0
Male,Self-Employed,52963.72,2.0,High School,0
Female,Salaried,86287.98,2.8,Bachelor's,1
Male,Self-Employed,92840.47,10.1,Master's,1
Male,Business,71254.76,1.2,High School,0
Male,Salaried,12000.0,0.5,High School,0
Male,Pensioner,34109.79,0.0,Bachelor's,0
Female,Self-Employed,101913.8,3.3,Doctorate,1
Male,Pensioner,17646.06,0.0,Bachelor's,0
Male,Self-Employed,78375.17,2.8,Bachelor's,0
Female,Salaried,13332.29,9.4,Bachelor's,0
Female,Salaried,43386.35,0.2,Bachelor's,0
Male,Salaried,77340.73,3.4,Master's,1
Female,Pensioner,25023.88,0.0,Master's,0
Male,Business,101440.0,6.3,Bachelor's,1
Male,Self-Employed,60654.0,20.3,Bachelor's,1
Male,Salaried,77174.72,4.3,Master's,1
Male,Salaried,65491.23,26.0,Bachelor's,1
Female,Business,35391.72,2.2,Doctorate,0
Male,Salaried,12000.0,0.2,Bachelor's,0
Female,Salaried,77930.29,1.1,Master's,1
Female,Self-Employed,70218.42,3.0,Master's,1
Female,Salaried,46454.75,2.3,Bachelor's,0
Female,Salaried,16424.81,0.6,Doctorate,0
Male,Salaried,83892.19,3.4,High School,1
Female,Salaried,57022.4,2.5,Master's,1
Male,Student,22190.57,0.2,Doctorate,0
Female,Salaried,120921.46,2.1,Bachelor's,1
Female,Salaried,12000.0,13.1,Bachelor's,0
Male,Salaried,44011.98,2.2,Bachelor's,0
Male,Business,58718.73,7.5,Master's,1
Male,Salaried,108644.79,5.7,Master's,1
Female,Self-Employed,15907.91,3.3,Bachelor's,0
Female,Salaried,123075.83,1.6,Master's,1
Male,Salaried,69075.68,2.8,Bachelor's,0
Male,Salaried,62119.98,5.4,High School,0
Male,Business,59058.21,2.6,Bachelor's,0
Male,Pensioner,35687.47,0.0,Bachelor's,0
Female,Salaried,96443.5,0.7,High School,1
Male,Self-Employed,32944.38,12.7,Bachelor's,1
Male,Pensioner,46573.73,0.0,Bachelor's,0
Male,Salaried,53474.55,5.9,Master's,1
Male,Business,42136.0,4.0,High School,0
Female,Salaried,142579.26,12.4,Bachelor's,1
Male,Pensioner,39092.36,0.0,Bachelor's,0
Female,Business,83397.97,3.9,Master's,1
Male,Pensioner,48986.02,0.0,Bachelor's,0
Male,Self-Employed,22359.5,7.6,Master's,0
Female,Salaried,117568.76,0.7,Master's,1
Male,Pensioner,32845.72,0.0,Bachelor's,0
Female,Salaried,41937.01,9.3,Bachelor's,1
Female,Salaried,51229.05,10.8,Master's,1
Male,Business,82451.7,4.7,Bachelor's,1
Female,Business,71561.55,4.9,Bachelor's,1
Female,Pensioner,37354.87,0.0,Bachelor's,0
Female,Salaried,64640.08,3.5,Master's,1
Female,Business,35659.31,6.8,Doctorate,1
Female,Business,20083.03,0.7,Doctorate,0
Female,Salaried,86795.35,19.5,Bachelor's,1
Female,Salaried,85811.18,8.3,Bachelor's,1
Female,Salaried,112534.83,6.0,High School,1
Male,Salaried,41299.49,2.3,High School,0
Male,Student,14685.21,1.2,Master's,0
Female,Self-Employed,56488.8,3.2,Bachelor's,0
Male,Business,100714.25,6.5,Bachelor's,1
Female,Student,17890.5,1.7,Bachelor's,0
Female,Salaried,71336.28,2.9,Master's,1
Male,Business,54814.1,5.7,High School,0
Female,Salaried,93827.97,10.1,Bachelor's,1
Female,Pensioner,43045.93,0.0,Bachelor's,0
Female,Salaried,44466.79,3.6,Bachelor's,0
Female,Pensioner,42522.74,0.0,Doctorate,0
Male,Salaried,56344.01,4.7,Master's,1
Female,Salaried,110462.41,6.3,Bachelor's,1
Female,Business,99394.61,4.4,Master's,1
Female,Salaried,31630.18,28.9,Bachelor's,1
Male,Self-Employed,29967.28,0.3,Master's,0
Female,Salaried,103240.52,4.1,High School,1
Male,Business,30930.92,0.6,Master's,0
Male,Salaried,80278.86,1.0,Bachelor's,0
Female,Salaried,46517.86,2.9,High School,0
Female,Salaried,113511.35,1.0,Bachelor's,1
Male,Salaried,41887.26,19.9,Bachelor's,1
Female,Salaried,99300.85,17.6,Bachelor's,1
Male,Salaried,70545.76,2.5,High School,0
Male,Salaried,72565.85,6.1,Bachelor's,1
Female,Salaried,12000.0,4.6,Bachelor's,0
Female,Self-Employed,12000.0,10.1,Bachelor's,0
Male,Pensioner,21686.58,,Master's,0
Male,Salaried,72407.18,0.0,High School,0
Male,Self-Employed,31244.07,8.6,Bachelor's,0
Male,Self-Employed,32339.2,8.2,Master's,0
Female,Salaried,81844.18,4.3,Bachelor's,1
Female,Business,81885.63,14.0,Bachelor's,1
Female,Salaried,60867.77,14.3,Bachelor's,1
Female,Self-Employed,88406.05,4.5,Bachelor's,1
Female,Salaried,29773.93,5.6,Bachelor's,0
Male,Self-Employed,54321.95,34.0,Master's,1
Female,Self-Employed,114436.33,2.1,High School,1
Female,Salaried,67049.66,2.4,Master's,1
Female,Salaried,68789.38,1.2,High School,0
Female,Student,8992.96,1.3,Bachelor's,0
Female,Salaried,23019.74,8.2,Master's,0
Male,Self-Employed,88892.91,0.7,Master's,1
Male,Pensioner,35416.22,0.0,Master's,0
Male,Business,55254.26,7.9,Master's,1
Female,Self-Employed,90788.92,11.4,Bachelor's,1
Male,Business,35539.42,0.3,Bachelor's,0
Male,Pensioner,38710.21,0.0,Bachelor's,0
Female,Salaried,76548.99,7.2,Bachelor's,1
Female,Salaried,88957.0,4.7,Bachelor's,1
Female,Salaried,98628.1,6.6,Bachelor's,1
Male,Student,5610.84,2.0,Bachelor's,0
Male,Self-Employed,62976.6,2.8,Master's,0
Female,Salaried,100808.35,11.3,Bachelor's,1
Female,Pensioner,18193.48,0.0,High School,0
Male,Salaried,92062.74,1.9,Bachelor's,1
Male,Salaried,71224.66,0.3,Bachelor's,0
Female,Self-Employed,78370.34,2.7,Bachelor's,1
Female,Salaried,77705.24,2.9,Master's,1
Male,Pensioner,17695.93,0.0,Bachelor's,0
Female,Salaried,31276.34,6.4,Master's,0
Male,Business,68076.24,3.4,Bachelor's,0
Male,Self-Employed,14381.63,6.3,Bachelor's,0
Male,Salaried,89936.33,0.3,Master's,1
Male,Student,21431.77,0.8,High School,0
Female,Self-Employed,74815.12,5.9,High School,0
Female,Salaried,31365.98,6.2,High School,0
Male,Salaried,106404.17,8.9,Bachelor's,1
Male,Pensioner,44541.97,0.0,High School,0
Male,Salaried,69412.3,7.7,Doctorate,1
Male,Salaried,80316.06,6.9,Bachelor's,1
Male,Salaried,71052.16,19.8,Bachelor's,1
Female,Salaried,80911.08,1.5,Bachelor's,1
Female,Business,61413.24,4.8,Bachelor's,0
Female,Salaried,63963.07,5.5,Bachelor's,0
Female,Salaried,92171.53,39.6,Bachelor's,1
Male,Salaried,135368.72,1.3,Bachelor's,1
Male,Salaried,22997.86,4.4,Bachelor's,0
Male,Pensioner,40794.29,0.0,Bachelor's,0
Male,Salaried,29586.19,4.5,Master's,0
Male,Student,11457.2,1.8,High School,0
Female,Salaried,47367.86,0.3,Master's,0
Male,Salaried,21703.98,5.1,Bachelor's,0
Female,Pensioner,18085.41,0.0,Bachelor's,0
Female,Salaried,117329.33,1.2,Bachelor's,1
Female,Business,84907.94,2.3,Bachelor's,1
Female,Student,22042.65,0.1,High School,0
Male,Salaried,77274.23,18.0,Doctorate,1
Female,Salaried,107445.22,5.2,Bachelor's,1
Female,Business,38774.02,10.1,Doctorate,1
Female,Salaried,61644.59,3.3,Bachelor's,1
Male,Salaried,51419.3,14.0,High School,1
Male,Salaried,29964.04,4.0,Bachelor's,0
Male,Salaried,55148.74,5.1,High School,0
Female,Business,98231.63,4.1,Master's,1
Female,Salaried,81998.06,7.9,Master's,1
Male,Salaried,84329.32,5.0,Bachelor's,1
Female,Self-Employed,69394.27,1.9,Bachelor's,0
Male,Salaried,80699.71,0.9,Bachelor's,0
Male,Salaried,40982.29,5.6,Doctorate,1
Female,Business,55714.7,4.0,Bachelor's,0
Female,Salaried,70760.13,0.6,Master's,1
Female,Business,73325.48,3.0,Bachelor's,1
Female,Pensioner,40565.27,0.0,Doctorate,0
Male,Salaried,60849.94,10.5,Master's,1
Male,Self-Employed,53677.3,0.5,Doctorate,0
Male,Salaried,159733.14,2.6,Bachelor's,1
Male,Salaried,92203.62,10.4,High School,1
Male,Pensioner,39451.54,0.0,Bachelor's,0
Female,Pensioner,26888.67,0.0,Bachelor's,0
Male,Salaried,51463.44,11.2,Master's,1
Male,Self-Employed,61075.98,4.1,High School,0
Male,Pensioner,28296.68,0.0,Bachelor's,0
Female,Student,6276.09,1.9,High School,0
Female,Self-Employed,17918.31,17.6,Master's,1
Female,Salaried,45893.53,2.7,High School,0
Female,Salaried,71214.18,0.9,Bachelor's,0
Male,Student,11192.67,1.5,Bachelor's,0
Male,Salaried,109343.64,,Bachelor's,1
Female,Self-Employed,20528.1,0.1,Master's,0
Female,Salaried,42459.64,3.0,High School,0
Male,Salaried,110602.75,17.0,High School,1
Male,Salaried,68933.58,12.3,High School,1
Female,Student,19851.4,0.1,Bachelor's,0
Female,Salaried,126537.41,5.0,Bachelor's,1
Female,Self-Employed,44185.87,0.0,Bachelor's,0
Female,Salaried,62020.57,1.5,Bachelor's,0
Male,Salaried,56827.19,0.2,High School,0
Male,Salaried,12000.0,8.4,Master's,0
Male,Self-Employed,55688.1,0.9,Master's,0
Female,Salaried,91431.87,12.2,Doctorate,1
Female,Salaried,81217.69,6.2,Master's,1
Male,Salaried,83572.5,1.6,Bachelor's,1
Male,Salaried,53734.73,1.0,Bachelor's,0
Male,Student,19442.95,0.7,Bachelor's,0
Male,Pensioner,39767.9,0.0,High School,0
Female,Salaried,50080.49,7.6,Bachelor's,1
Male,Self-Employed,73822.46,2.6,High School,0
Male,Pensioner,33717.54,0.0,Bachelor's,0
Male,Salaried,108851.51,2.2,Bachelor's,1
Male,Business,94142.37,42.4,High School,1
Male,Pensioner,42208.06,0.0,High School,0
Male,Salaried,29373.4,5.7,Bachelor's,0
Male,Salaried,82367.29,3.3,High School,0
Female,Student,10732.74,1.2,Doctorate,0
Female,Self-Employed,51344.85,2.5,High School,0
Female,Salaried,95468.84,0.2,Bachelor's,1
Female,Salaried,70623.78,3.0,Bachelor's,1
Male,Salaried,66573.72,16.0,High School,1
Female,Self-Employed,88394.86,5.9,Bachelor's,1
Female,Business,53746.73,0.5,Bachelor's,0
Male,Student,16782.8,1.5,Master's,0
Male,Salaried,41358.57,1.9,Bachelor's,0
Female,Self-Employed,84707.87,1.7,High School,0
Female,Self-Employed,108014.99,2.1,High School,1
Male,Salaried,23681.14,5.2,Bachelor's,0
Female,Salaried,54699.94,4.7,High School,0
Male,Student,23032.88,0.0,Bachelor's,0
Male,Pensioner,34097.53,0.0,Doctorate,0
Male,Salaried,59855.13,2.3,Bachelor's,0
Male,Self-Employed,42959.87,9.1,Bachelor's,0
Female,Salaried,93678.07,1.2,Bachelor's,1
Male,Self-Employed,100506.47,9.2,Master's,1
Male,Self-Employed,30060.1,6.5,High School,0
Female,Self-Employed,28882.59,6.9,Master's,0
Male,Student,22654.74,1.7,Master's,0
Female,Self-Employed,83880.82,6.6,High School,1
Female,Salaried,56027.93,0.5,Bachelor's,0
Female,Business,85378.81,11.4,Doctorate,1
Male,Salaried,43695.9,0.3,Master's,0
Female,Salaried,12000.0,1.0,Bachelor's,0
Female,Salaried,52282.97,5.2,Bachelor's,0
Male,Salaried,66896.96,,Bachelor's,1
Female,Business,56724.8,0.5,Bachelor's,0
Female,Salaried,30241.9,15.2,Bachelor's,1
Female,Business,12000.0,21.8,Bachelor's,1
Female,Self-Employed,49577.34,5.6,Bachelor's,0
Female,Salaried,91929.67,3.9,Master's,1
Male,Business,102685.92,8.1,Master's,1
Female,Salaried,100631.4,2.4,High School,1
Female,Salaried,40522.71,4.1,Master's,0
Male,Self-Employed,30388.81,14.9,Bachelor's,1
Male,Salaried,79899.04,18.7,Bachelor's,1
Male,Salaried,84053.0,15.7,Master's,1
Female,Self-Employed,77005.09,1.8,Bachelor's,0
Male,Self-Employed,12000.0,1.6,High School,0
Female,Salaried,38993.46,2.1,High School,0
Female,Student,15153.2,0.9,Bachelor's,0
Male,Self-Employed,79616.55,2.3,Master's,1
Male,Pensioner,29551.4,0.0,Doctorate,0
Female,Salaried,69327.61,,Master's,1
Male,Self-Employed,74923.51,8.6,Master's,1
Female,Pensioner,30730.29,0.0,Bachelor's,0
Male,Self-Employed,85568.58,10.1,Master's,1
Male,Business,74385.97,0.2,High School,0
Male,Salaried,66972.13,0.3,Master's,1
Female,Salaried,56948.94,9.3,Bachelor's,1
Male,Salaried,67438.74,4.6,Master's,1
Female,Salaried,79537.74,5.2,High School,1
Female,Pensioner,46330.15,0.0,Bachelor's,0
Female,Salaried,76424.79,1.8,Bachelor's,0
Female,Student,7530.51,1.6,Doctorate,0
Male,Student,24918.13,1.2,Master's,0
Female,Salaried,45530.04,14.9,Bachelor's,1
Female,Salaried,91508.2,4.2,Bachelor's,1
Male,Pensioner,35844.27,0.0,Bachelor's,0
Female,Student,20381.23,1.6,High School,0
Male,Salaried,75075.42,4.6,High School,0
Female,Salaried,80491.9,,High School,0
Male,Self-Employed,27648.46,14.1,Bachelor's,1
Female,Self-Employed,53515.48,9.4,Master's,1
Male,Salaried,46817.49,14.4,Master's,1
Female,Business,50399.71,1.5,High School,0
Female,Salaried,93307.93,4.5,High School,1
Male,Salaried,86195.16,11.1,High School,1
Male,Salaried,64426.33,0.7,Bachelor's,0
Male,Salaried,48621.14,9.5,High School,1
Male,Salaried,24510.51,1.2,Bachelor's,0
Female,Salaried,107605.55,9.9,Bachelor's,1
Female,Salaried,82763.42,5.7,Bachelor's,1
Male,Salaried,43799.93,1.3,Bachelor's,0
Female,Salaried,86587.98,3.8,Bachelor's,1
Male,Student,12436.99,0.7,Bachelor's,0
Male,Salaried,56386.71,6.0,Master's,1
Female,Salaried,78056.35,3.3,Bachelor's,0
Female,Self-Employed,42755.05,13.8,High School,1
Female,Student,14999.67,1.4,Bachelor's,0
Female,Salaried,68643.83,4.2,High School,0
Female,Self-Employed,50016.46,0.4,Bachelor's,0
Female,Business,85072.56,15.3,High School,1
Female,Self-Employed,121072.0,1.2,Bachelor's,1
Male,Salaried,42371.06,4.5,High School,0
Male,Self-Employed,15046.24,9.8,Bachelor's,0
Male,Salaried,12000.0,1.5,High School,0
Male,Self-Employed,60485.96,4.5,Bachelor's,0
Male,Business,45105.06,1.7,High School,0
Female,Salaried,71235.82,8.6,High School,1
Male,Business,,5.0,Master's,1
Male,Salaried,16903.49,11.6,Bachelor's,0
Male,Business,12000.0,13.5,High School,0
Male,Salaried,73878.0,6.3,Bachelor's,1
Male,Salaried,69062.87,7.8,Bachelor's,1
Male,Salaried,52225.46,4.8,Bachelor's,0
Male,Student,19258.12,1.1,Bachelor's,0
Female,Salaried,79141.74,6.3,Master's,1
Female,Salaried,103156.99,14.3,High School,1
Male,Salaried,73339.47,3.2,Bachelor's,1
Female,Self-Employed,39575.78,2.3,Bachelor's,0
Female,Self-Employed,66336.56,3.0,Master's,0
Female,Salaried,24016.58,3.4,Master's,0
Female,Salaried,96738.82,0.5,Master's,1
Male,Salaried,67455.33,4.1,Master's,1
Female,Salaried,,4.1,Doctorate,0
Female,Salaried,55979.77,5.3,Bachelor's,1
Female,Business,78899.05,2.7,Master's,1
Male,Salaried,55008.57,5.7,Doctorate,1
Male,Salaried,56723.13,12.6,High School,1
Male,Salaried,28267.93,18.7,Bachelor's,1
Male,Student,10430.33,,Bachelor's,0
Male,Student,10835.89,0.3,Master's,0
Male,Business,12000.0,20.9,Master's,1
Male,Salaried,53862.28,7.3,Master's,1
Female,Salaried,94434.49,2.5,Master's,1
Female,Salaried,53392.12,1.0,Bachelor's,0
Female,Salaried,117139.55,0.9,High School,1
Male,Self-Employed,77869.04,1.1,High School,0
Male,Business,75162.74,0.3,Bachelor's,0
Male,Pensioner,32763.84,0.0,Bachelor's,0
Male,Business,62951.41,4.7,Bachelor's,1
Male,Salaried,57097.29,7.2,Bachelor's,1
Female,Self-Employed,55931.92,10.6,Master's,1
Female,Salaried,80926.01,9.4,Bachelor's,1
Male,Salaried,36925.06,12.9,Master's,1
Male,Business,32723.19,20.5,Master's,1
Male,Salaried,31304.15,3.5,Bachelor's,0
Male,Salaried,126369.64,18.0,Bachelor's,1
Female,Salaried,80910.29,7.7,Master's,1
Male,Self-Employed,74134.77,0.4,Bachelor's,0
Male,Business,33274.56,6.9,Bachelor's,0
Male,Salaried,83700.27,7.0,High School,1
Male,Business,61502.86,14.2,Bachelor's,1
Female,Salaried,71425.07,2.8,High School,0
Male,Salaried,35701.39,5.3,Bachelor's,0
Male,Business,69808.07,0.1,Bachelor's,0
Female,Self-Employed,52284.99,2.4,Bachelor's,0
Female,Student,16367.26,0.7,Doctorate,0
Female,Salaried,87023.19,4.4,Bachelor's,1
Male,Self-Employed,18868.77,10.2,Master's,1
Male,Self-Employed,81943.29,1.4,Master's,1
Female,Pensioner,16871.3,0.0,Bachelor's,0
Female,Salaried,38610.69,1.4,Bachelor's,0
Female,Business,40390.15,0.8,Bachelor's,0
Female,Self-Employed,58309.23,4.3,Master's,1
Female,Salaried,73461.09,0.5,Master's,1
Female,Salaried,60414.35,5.3,Bachelor's,1
Male,Salaried,78006.87,0.2,High School,0
Male,Self-Employed,117889.39,0.7,Master's,1
Male,Pensioner,32841.26,0.0,Bachelor's,0
Female,Self-Employed,13544.6,5.4,High School,0
Female,Self-Employed,89777.71,0.2,Master's,1
Female,Self-Employed,115499.44,5.1,Bachelor's,1
Female,Salaried,76783.05,10.9,Bachelor's,1
Female,Salaried,32367.54,7.7,Master's,0
Female,Salaried,61283.23,0.8,Bachelor's,0
Male,Salaried,31444.3,5.4,Bachelor's,0
Male,Salaried,84285.66,6.7,Bachelor's,1
Female,Self-Employed,24461.29,0.2,Bachelor's,0
Male,Salaried,55996.14,11.6,Master's,1
Female,Salaried,34869.87,14.2,Bachelor's,1
Male,Salaried,68804.74,11.4,High School,1
Female,Salaried,54009.75,10.4,High School,1
Female,Pensioner,27879.47,0.0,Bachelor's,0
Male,Pensioner,33713.34,0.0,Bachelor's,0
Male,Business,35400.23,6.8,Bachelor's,0
Female,Salaried,83806.31,9.9,Bachelor's,1
Female,Business,63537.03,6.5,High School,0
Male,Business,35344.13,2.4,Bachelor's,0
Male,Business,132227.8,2.8,Master's,1
Female,Salaried,79292.91,13.6,High School,1
Male,Self-Employed,60402.18,0.1,Bachelor's,0
Female,Business,107456.14,7.2,Bachelor's,1
Female,Self-Employed,120254.47,18.6,Bachelor's,1
Female,Self-Employed,60639.52,7.3,High School,0
Female,Salaried,75421.92,30.6,Master's,1
Male,Self-Employed,35359.92,7.0,Bachelor's,0
Male,Salaried,60584.22,0.2,Master's,0
Male,Self-Employed,59028.12,10.5,High School,1
Male,Salaried,70544.81,2.0,Bachelor's,1
Male,Salaried,74982.81,3.5,Master's,1
Male,Salaried,81794.85,2.2,Bachelor's,1
Male,Self-Employed,72129.28,1.9,Bachelor's,0
Female,Salaried,28677.72,3.4,Bachelor's,0
Male,Self-Employed,36845.99,2.9,High School,0
Male,Business,48607.77,6.0,Bachelor's,0
Female,Salaried,56532.78,10.1,High School,1
Male,Salaried,96523.23,2.1,High School,1
Male,Salaried,30111.83,1.4,Bachelor's,0
Female,Pensioner,29788.67,0.0,High School,0
Male,Self-Employed,93590.28,6.7,Doctorate,1
Male,Salaried,56003.68,13.9,Master's,1
Male,Salaried,78812.47,0.1,Bachelor's,0
Female,Self-Employed,60813.74,11.5,Master's,1
Male,Pensioner,24947.9,0.0,Master's,0
Male,Business,58145.82,5.8,Bachelor's,1
Female,Self-Employed,85011.96,0.6,Master's,1
Male,Salaried,18648.31,3.4,High School,0
Female,Salaried,54100.64,1.5,Bachelor's,0
Female,Salaried,73897.18,1.8,Bachelor's,1
Male,Salaried,81010.86,4.2,Bachelor's,1
Female,Salaried,,10.0,High School,1
Female,Salaried,53269.26,8.2,Bachelor's,1
Male,Salaried,109384.45,5.4,Bachelor's,1
Female,Pensioner,46643.78,0.0,Bachelor's,0
Female,Self-Employed,104859.39,3.3,Master's,1
Male,Business,89524.01,21.6,Bachelor's,1
Male,Business,37596.24,4.9,High School,0
Male,Salaried,74211.18,1.8,High School,0
